Date,Score Type,Visitor Team,VisitorPts,Home Team,HomePts,OT?,Notes
3 16 2014,Box Score,Sacramento Kings,102,Minnesota Timberwolves,104,,
3 16 2014,Box Score,Boston Celtics,120,New Orleans Pelicans,121,OT,
3 16 2014,Box Score,Dallas Mavericks,109,Oklahoma City Thunder,86,,
3 16 2014,Box Score,Golden State Warriors,113,Portland Trail Blazers,112,,
3 16 2014,Box Score,Utah Jazz,104,San Antonio Spurs,122,,
3 16 2014,Box Score,Phoenix Suns,121,Toronto Raptors,113,,
3 17 2014,Box Score,Phoenix Suns,95,Brooklyn Nets,108,,
3 17 2014,Box Score,Atlanta Hawks,97,Charlotte Bobcats,83,,
3 17 2014,Box Score,Oklahoma City Thunder,97,Chicago Bulls,85,,
3 17 2014,Box Score,Boston Celtics,89,Dallas Mavericks,94,,
3 17 2014,Box Score,Los Angeles Clippers,100,Denver Nuggets,110,,
3 17 2014,Box Score,Utah Jazz,86,Houston Rockets,124,,
3 17 2014,Box Score,Philadelphia 76ers,90,Indiana Pacers,99,,
3 18 2014,Box Score,Toronto Raptors,113,Atlanta Hawks,118,OT,
3 18 2014,Box Score,Miami Heat,100,Cleveland Cavaliers,96,,
3 18 2014,Box Score,Orlando Magic,89,Golden State Warriors,103,,
3 18 2014,Box Score,Milwaukee Bucks,115,Portland Trail Blazers,120,OT,
3 18 2014,Box Score,Washington Wizards,111,Sacramento Kings,117,OT,
3 19 2014,Box Score,Miami Heat,96,Boston Celtics,101,,
3 19 2014,Box Score,Charlotte Bobcats,99,Brooklyn Nets,104,,
3 19 2014,Box Score,Minnesota Timberwolves,123,Dallas Mavericks,122,OT,
3 19 2014,Box Score,Detroit Pistons,109,Denver Nuggets,118,,
3 19 2014,Box Score,San Antonio Spurs,125,Los Angeles Lakers,109,,
3 19 2014,Box Score,Utah Jazz,86,Memphis Grizzlies,96,,
3 19 2014,Box Score,Toronto Raptors,107,New Orleans Pelicans,100,,
3 19 2014,Box Score,Indiana Pacers,86,New York Knicks,92,,
3 19 2014,Box Score,Chicago Bulls,102,Philadelphia 76ers,94,,
3 19 2014,Box Score,Orlando Magic,93,Phoenix Suns,109,,
3 20 2014,Box Score,Oklahoma City Thunder,102,Cleveland Cavaliers,95,,
3 20 2014,Box Score,Milwaukee Bucks,110,Golden State Warriors,115,,
3 20 2014,Box Score,Minnesota Timberwolves,106,Houston Rockets,129,,
3 20 2014,Box Score,Washington Wizards,103,Portland Trail Blazers,116,,
3 21 2014,Box Score,New Orleans Pelicans,111,Atlanta Hawks,105,,
3 21 2014,Box Score,Boston Celtics,98,Brooklyn Nets,114,,
3 21 2014,Box Score,Denver Nuggets,106,Dallas Mavericks,122,,
3 21 2014,Box Score,Chicago Bulls,79,Indiana Pacers,91,,
3 21 2014,Box Score,Washington Wizards,117,Los Angeles Lakers,107,,
3 21 2014,Box Score,Memphis Grizzlies,86,Miami Heat,91,,
3 21 2014,Box Score,New York Knicks,93,Philadelphia 76ers,92,,
3 21 2014,Box Score,Detroit Pistons,92,Phoenix Suns,98,,
3 21 2014,Box Score,San Antonio Spurs,99,Sacramento Kings,79,,
3 21 2014,Box Score,Oklahoma City Thunder,119,Toronto Raptors,118,2OT,
3 22 2014,Box Score,Portland Trail Blazers,94,Charlotte Bobcats,124,,
3 22 2014,Box Score,Philadelphia 76ers,81,Chicago Bulls,91,,
3 22 2014,Box Score,Houston Rockets,118,Cleveland Cavaliers,111,,
3 22 2014,Box Score,San Antonio Spurs,99,Golden State Warriors,90,,
3 22 2014,Box Score,Detroit Pistons,103,Los Angeles Clippers,112,,
3 22 2014,Box Score,Indiana Pacers,71,Memphis Grizzlies,82,,
3 22 2014,Box Score,Miami Heat,95,New Orleans Pelicans,105,,
3 22 2014,Box Score,Orlando Magic,88,Utah Jazz,89,,
3 23 2014,Box Score,Brooklyn Nets,107,Dallas Mavericks,104,OT,
3 23 2014,Box Score,Washington Wizards,102,Denver Nuggets,105,,
3 23 2014,Box Score,Orlando Magic,94,Los Angeles Lakers,103,,
3 23 2014,Box Score,Phoenix Suns,127,Minnesota Timberwolves,120,,
3 23 2014,Box Score,Cleveland Cavaliers,106,New York Knicks,100,,
3 23 2014,Box Score,Milwaukee Bucks,107,Sacramento Kings,124,,
3 23 2014,Box Score,Atlanta Hawks,86,Toronto Raptors,96,,
3 24 2014,Box Score,Phoenix Suns,102,Atlanta Hawks,95,,
3 24 2014,Box Score,Houston Rockets,100,Charlotte Bobcats,89,,
3 24 2014,Box Score,Indiana Pacers,77,Chicago Bulls,89,,
3 24 2014,Box Score,Milwaukee Bucks,98,Los Angeles Clippers,106,,
3 24 2014,Box Score,Minnesota Timberwolves,92,Memphis Grizzlies,109,,
3 24 2014,Box Score,Portland Trail Blazers,91,Miami Heat,93,,
3 24 2014,Box Score,Brooklyn Nets,104,New Orleans Pelicans,109,OT,
3 24 2014,Box Score,Denver Nuggets,96,Oklahoma City Thunder,117,,
3 24 2014,Box Score,Philadelphia 76ers,91,San Antonio Spurs,113,,
3 24 2014,Box Score,Detroit Pistons,114,Utah Jazz,94,,
3 25 2014,Box Score,Toronto Raptors,100,Cleveland Cavaliers,102,,
3 25 2014,Box Score,Oklahoma City Thunder,119,Dallas Mavericks,128,OT,
3 25 2014,Box Score,New York Knicks,96,Los Angeles Lakers,127,,
3 25 2014,Box Score,Portland Trail Blazers,85,Orlando Magic,95,,
3 26 2014,Box Score,Toronto Raptors,99,Boston Celtics,90,,
3 26 2014,Box Score,Brooklyn Nets,111,Charlotte Bobcats,116,OT,
3 26 2014,Box Score,Cleveland Cavaliers,97,Detroit Pistons,96,,
3 26 2014,Box Score,Miami Heat,83,Indiana Pacers,84,,
3 26 2014,Box Score,Atlanta Hawks,83,Minnesota Timberwolves,107,,
3 26 2014,Box Score,Los Angeles Clippers,96,New Orleans Pelicans,98,,
3 26 2014,Box Score,New York Knicks,107,Sacramento Kings,99,,
3 26 2014,Box Score,Denver Nuggets,103,San Antonio Spurs,108,,
3 26 2014,Box Score,Memphis Grizzlies,91,Utah Jazz,87,,
3 26 2014,Box Score,Phoenix Suns,99,Washington Wizards,93,,
3 27 2014,Box Score,Portland Trail Blazers,100,Atlanta Hawks,85,,
3 27 2014,Box Score,Los Angeles Clippers,109,Dallas Mavericks,103,,
3 27 2014,Box Score,Philadelphia 76ers,98,Houston Rockets,120,,
3 27 2014,Box Score,Los Angeles Lakers,105,Milwaukee Bucks,108,,
3 28 2014,Box Score,Cleveland Cavaliers,97,Brooklyn Nets,108,,
3 28 2014,Box Score,Portland Trail Blazers,91,Chicago Bulls,74,,
3 28 2014,Box Score,San Antonio Spurs,133,Denver Nuggets,102,,
3 28 2014,Box Score,Miami Heat,110,Detroit Pistons,78,,
3 28 2014,Box Score,Memphis Grizzlies,93,Golden State Warriors,100,,
3 28 2014,Box Score,Los Angeles Lakers,107,Minnesota Timberwolves,143,,
3 28 2014,Box Score,Utah Jazz,95,New Orleans Pelicans,102,,
3 28 2014,Box Score,Sacramento Kings,81,Oklahoma City Thunder,94,,
3 28 2014,Box Score,Charlotte Bobcats,105,Orlando Magic,110,OT,
3 28 2014,Box Score,New York Knicks,88,Phoenix Suns,112,,
3 28 2014,Box Score,Boston Celtics,103,Toronto Raptors,105,,
3 28 2014,Box Score,Indiana Pacers,78,Washington Wizards,91,,
3 29 2014,Box Score,Sacramento Kings,100,Dallas Mavericks,103,,
3 29 2014,Box Score,Los Angeles Clippers,118,Houston Rockets,107,,
3 29 2014,Box Score,Miami Heat,88,Milwaukee Bucks,67,,
3 29 2014,Box Score,Detroit Pistons,98,Philadelphia 76ers,123,,
3 29 2014,Box Score,New Orleans Pelicans,80,San Antonio Spurs,96,,
3 29 2014,Box Score,Atlanta Hawks,97,Washington Wizards,101,,
3 30 2014,Box Score,Chicago Bulls,107,Boston Celtics,102,,
3 30 2014,Box Score,Minnesota Timberwolves,99,Brooklyn Nets,114,,
3 30 2014,Box Score,Indiana Pacers,76,Cleveland Cavaliers,90,,
3 30 2014,Box Score,New York Knicks,89,Golden State Warriors,84,,
3 30 2014,Box Score,Phoenix Suns,99,Los Angeles Lakers,115,,
3 30 2014,Box Score,Utah Jazz,96,Oklahoma City Thunder,116,,
3 30 2014,Box Score,Toronto Raptors,98,Orlando Magic,93,,
3 30 2014,Box Score,Memphis Grizzlies,98,Portland Trail Blazers,105,,
3 31 2014,Box Score,Philadelphia 76ers,95,Atlanta Hawks,103,,
3 31 2014,Box Score,Washington Wizards,94,Charlotte Bobcats,100,,
3 31 2014,Box Score,Boston Celtics,80,Chicago Bulls,94,,
3 31 2014,Box Score,Memphis Grizzlies,94,Denver Nuggets,92,,
3 31 2014,Box Score,Milwaukee Bucks,111,Detroit Pistons,116,,
3 31 2014,Box Score,San Antonio Spurs,103,Indiana Pacers,77,,
3 31 2014,Box Score,Toronto Raptors,83,Miami Heat,93,,
3 31 2014,Box Score,Los Angeles Clippers,114,Minnesota Timberwolves,104,,
3 31 2014,Box Score,Sacramento Kings,102,New Orleans Pelicans,97,,
3 31 2014,Box Score,New York Knicks,92,Utah Jazz,83,,
4 1 2014,Box Score,Houston Rockets,96,Brooklyn Nets,105,,
4 1 2014,Box Score,Golden State Warriors,122,Dallas Mavericks,120,OT,
4 1 2014,Box Score,Portland Trail Blazers,124,Los Angeles Lakers,112,,
4 2 2014,Box Score,Chicago Bulls,105,Atlanta Hawks,92,,
4 2 2014,Box Score,New Orleans Pelicans,107,Denver Nuggets,137,,
4 2 2014,Box Score,Detroit Pistons,94,Indiana Pacers,101,,
4 2 2014,Box Score,Milwaukee Bucks,77,Miami Heat,96,,
4 2 2014,Box Score,Memphis Grizzlies,88,Minnesota Timberwolves,102,,
4 2 2014,Box Score,Brooklyn Nets,81,New York Knicks,110,,
4 2 2014,Box Score,Cleveland Cavaliers,119,Orlando Magic,98,,
4 2 2014,Box Score,Charlotte Bobcats,123,Philadelphia 76ers,93,,
4 2 2014,Box Score,Los Angeles Clippers,112,Phoenix Suns,108,,
4 2 2014,Box Score,Los Angeles Lakers,102,Sacramento Kings,107,,
4 2 2014,Box Score,Golden State Warriors,90,San Antonio Spurs,111,,
4 2 2014,Box Score,Houston Rockets,103,Toronto Raptors,107,,
4 2 2014,Box Score,Boston Celtics,92,Washington Wizards,118,,
4 3 2014,Box Score,Dallas Mavericks,113,Los Angeles Clippers,107,,
4 3 2014,Box Score,San Antonio Spurs,94,Oklahoma City Thunder,106,,
4 4 2014,Box Score,Cleveland Cavaliers,98,Atlanta Hawks,117,,
4 4 2014,Box Score,Philadelphia 76ers,111,Boston Celtics,102,,
4 4 2014,Box Score,Detroit Pistons,104,Brooklyn Nets,116,,
4 4 2014,Box Score,Orlando Magic,80,Charlotte Bobcats,91,,
4 4 2014,Box Score,Milwaukee Bucks,90,Chicago Bulls,102,,
4 4 2014,Box Score,Sacramento Kings,69,Golden State Warriors,102,,
4 4 2014,Box Score,Oklahoma City Thunder,107,Houston Rockets,111,,
4 4 2014,Box Score,Dallas Mavericks,107,Los Angeles Lakers,95,,
4 4 2014,Box Score,Denver Nuggets,92,Memphis Grizzlies,100,,
4 4 2014,Box Score,Minnesota Timberwolves,122,Miami Heat,121,2OT,
4 4 2014,Box Score,Washington Wizards,90,New York Knicks,89,,
4 4 2014,Box Score,Phoenix Suns,109,Portland Trail Blazers,93,,
4 4 2014,Box Score,Indiana Pacers,94,Toronto Raptors,102,,
4 4 2014,Box Score,New Orleans Pelicans,96,Utah Jazz,100,,
4 5 2014,Box Score,Charlotte Bobcats,96,Cleveland Cavaliers,94,OT,
4 5 2014,Box Score,Boston Celtics,111,Detroit Pistons,115,,
4 5 2014,Box Score,Toronto Raptors,102,Milwaukee Bucks,98,,
4 5 2014,Box Score,Minnesota Timberwolves,92,Orlando Magic,100,,
4 5 2014,Box Score,Brooklyn Nets,105,Philadelphia 76ers,101,,
4 5 2014,Box Score,Chicago Bulls,96,Washington Wizards,78,,
4 6 2014,Box Score,Utah Jazz,102,Golden State Warriors,130,,
4 6 2014,Box Score,Denver Nuggets,125,Houston Rockets,130,OT,
4 6 2014,Box Score,Atlanta Hawks,107,Indiana Pacers,88,,
4 6 2014,Box Score,Los Angeles Lakers,97,Los Angeles Clippers,120,,
4 6 2014,Box Score,New York Knicks,91,Miami Heat,102,,
4 6 2014,Box Score,Oklahoma City Thunder,115,Phoenix Suns,122,,
4 6 2014,Box Score,New Orleans Pelicans,94,Portland Trail Blazers,100,,
4 6 2014,Box Score,Dallas Mavericks,93,Sacramento Kings,91,,
4 6 2014,Box Score,Memphis Grizzlies,92,San Antonio Spurs,112,,
4 8 2014,Box Score,Detroit Pistons,102,Atlanta Hawks,95,,
4 8 2014,Box Score,Houston Rockets,145,Los Angeles Lakers,130,,
4 8 2014,Box Score,Brooklyn Nets,88,Miami Heat,87,,
4 8 2014,Box Score,San Antonio Spurs,91,Minnesota Timberwolves,110,,
4 8 2014,Box Score,Oklahoma City Thunder,107,Sacramento Kings,92,,
4 8 2014,Box Score,Dallas Mavericks,95,Utah Jazz,83,,
4 9 2014,Box Score,Boston Celtics,97,Atlanta Hawks,105,,
4 9 2014,Box Score,Detroit Pistons,100,Cleveland Cavaliers,122,,
4 9 2014,Box Score,Houston Rockets,116,Denver Nuggets,123,,
4 9 2014,Box Score,Oklahoma City Thunder,107,Los Angeles Clippers,101,,
4 9 2014,Box Score,Miami Heat,102,Memphis Grizzlies,107,,
4 9 2014,Box Score,Indiana Pacers,104,Milwaukee Bucks,102,,
4 9 2014,Box Score,Chicago Bulls,102,Minnesota Timberwolves,87,,
4 9 2014,Box Score,Phoenix Suns,94,New Orleans Pelicans,88,,
4 9 2014,Box Score,Brooklyn Nets,111,Orlando Magic,115,,
4 9 2014,Box Score,Sacramento Kings,99,Portland Trail Blazers,100,,
4 9 2014,Box Score,Philadelphia 76ers,114,Toronto Raptors,125,,
4 9 2014,Box Score,Charlotte Bobcats,94,Washington Wizards,88,OT,
4 10 2014,Box Score,San Antonio Spurs,109,Dallas Mavericks,100,,
4 10 2014,Box Score,Denver Nuggets,100,Golden State Warriors,99,,
4 11 2014,Box Score,Charlotte Bobcats,103,Boston Celtics,106,,
4 11 2014,Box Score,Atlanta Hawks,93,Brooklyn Nets,88,,
4 11 2014,Box Score,Detroit Pistons,98,Chicago Bulls,106,,
4 11 2014,Box Score,Golden State Warriors,112,Los Angeles Lakers,95,,
4 11 2014,Box Score,Philadelphia 76ers,95,Memphis Grizzlies,117,,
4 11 2014,Box Score,Indiana Pacers,86,Miami Heat,98,,
4 11 2014,Box Score,Cleveland Cavaliers,116,Milwaukee Bucks,119,,
4 11 2014,Box Score,Houston Rockets,110,Minnesota Timberwolves,112,,
4 11 2014,Box Score,New Orleans Pelicans,94,Oklahoma City Thunder,116,,
4 11 2014,Box Score,Washington Wizards,96,Orlando Magic,86,,
4 11 2014,Box Score,Phoenix Suns,104,San Antonio Spurs,112,,
4 11 2014,Box Score,New York Knicks,108,Toronto Raptors,100,,
4 11 2014,Box Score,Portland Trail Blazers,111,Utah Jazz,99,,
4 12 2014,Box Score,Miami Heat,85,Atlanta Hawks,98,,
4 12 2014,Box Score,Philadelphia 76ers,105,Charlotte Bobcats,111,,
4 12 2014,Box Score,Boston Celtics,111,Cleveland Cavaliers,99,,
4 12 2014,Box Score,Phoenix Suns,98,Dallas Mavericks,101,,
4 12 2014,Box Score,Utah Jazz,94,Denver Nuggets,101,,
4 12 2014,Box Score,New Orleans Pelicans,104,Houston Rockets,111,,
4 12 2014,Box Score,Sacramento Kings,101,Los Angeles Clippers,117,,
4 12 2014,Box Score,Milwaukee Bucks,91,Washington Wizards,104,,
4 13 2014,Box Score,Orlando Magic,88,Brooklyn Nets,97,,
4 13 2014,Box Score,Toronto Raptors,116,Detroit Pistons,107,,
4 13 2014,Box Score,Oklahoma City Thunder,97,Indiana Pacers,102,,
4 13 2014,Box Score,Memphis Grizzlies,102,Los Angeles Lakers,90,,
4 13 2014,Box Score,Chicago Bulls,89,New York Knicks,100,,
4 13 2014,Box Score,Golden State Warriors,117,Portland Trail Blazers,119,OT,
4 13 2014,Box Score,Minnesota Timberwolves,103,Sacramento Kings,106,,
4 14 2014,Box Score,Charlotte Bobcats,95,Atlanta Hawks,93,,
4 14 2014,Box Score,Orlando Magic,95,Chicago Bulls,108,,
4 14 2014,Box Score,Minnesota Timberwolves,120,Golden State Warriors,130,,
4 14 2014,Box Score,San Antonio Spurs,98,Houston Rockets,104,,
4 14 2014,Box Score,Oklahoma City Thunder,89,New Orleans Pelicans,101,,
4 14 2014,Box Score,Boston Celtics,108,Philadelphia 76ers,113,,
4 14 2014,Box Score,Memphis Grizzlies,97,Phoenix Suns,91,,
4 14 2014,Box Score,Milwaukee Bucks,100,Toronto Raptors,110,,
4 14 2014,Box Score,Los Angeles Lakers,119,Utah Jazz,104,,
4 14 2014,Box Score,Miami Heat,93,Washington Wizards,114,,
4 15 2014,Box Score,New York Knicks,109,Brooklyn Nets,98,,
4 15 2014,Box Score,Denver Nuggets,105,Los Angeles Clippers,117,,
4 16 2014,Box Score,Washington Wizards,118,Boston Celtics,102,,
4 16 2014,Box Score,Chicago Bulls,86,Charlotte Bobcats,91,OT,
4 16 2014,Box Score,Brooklyn Nets,85,Cleveland Cavaliers,114,,
4 16 2014,Box Score,Golden State Warriors,116,Denver Nuggets,112,,
4 16 2014,Box Score,Dallas Mavericks,105,Memphis Grizzlies,106,OT,
4 16 2014,Box Score,Philadelphia 76ers,100,Miami Heat,87,,
4 16 2014,Box Score,Atlanta Hawks,111,Milwaukee Bucks,103,,
4 16 2014,Box Score,Utah Jazz,136,Minnesota Timberwolves,130,2OT,
4 16 2014,Box Score,Houston Rockets,100,New Orleans Pelicans,105,,
4 16 2014,Box Score,Toronto Raptors,92,New York Knicks,95,,
4 16 2014,Box Score,Detroit Pistons,111,Oklahoma City Thunder,112,,
4 16 2014,Box Score,Indiana Pacers,101,Orlando Magic,86,,
4 16 2014,Box Score,Los Angeles Clippers,104,Portland Trail Blazers,110,,
4 16 2014,Box Score,Phoenix Suns,104,Sacramento Kings,99,,
4 16 2014,Box Score,Los Angeles Lakers,113,San Antonio Spurs,100,,
4 19 2014,,Atlanta Hawks,101,Indiana Pacers,93,,
4 19 2014,Box Score,Golden State Warriors,109,Los Angeles Clippers,105,,
4 19 2014,Box Score,Memphis Grizzlies,86,Oklahoma City Thunder,100,,
4 19 2014,Box Score,Brooklyn Nets,94,Toronto Raptors,87,,
4 20 2014,Box Score,Washington Wizards,102,Chicago Bulls,93,,
4 20 2014,Box Score,Portland Trail Blazers,122,Houston Rockets,120,OT,
4 20 2014,Box Score,Charlotte Bobcats,88,Miami Heat,99,,
4 20 2014,Box Score,Dallas Mavericks,85,San Antonio Spurs,90,,
4 21 2014,Box Score,Golden State Warriors,98,Los Angeles Clippers,138,,
4 21 2014,Box Score,Memphis Grizzlies,111,Oklahoma City Thunder,105,OT,
4 22 2014,Box Score,Washington Wizards,101,Chicago Bulls,99,OT,
4 22 2014,Box Score,Atlanta Hawks,85,Indiana Pacers,101,,
4 22 2014,Box Score,Brooklyn Nets,95,Toronto Raptors,100,,
4 23 2014,Box Score,Portland Trail Blazers,112,Houston Rockets,105,,
4 23 2014,Box Score,Charlotte Bobcats,97,Miami Heat,101,,
4 23 2014,Box Score,Dallas Mavericks,113,San Antonio Spurs,92,,
4 24 2014,Box Score,Indiana Pacers,85,Atlanta Hawks,98,,
4 24 2014,Box Score,Los Angeles Clippers,98,Golden State Warriors,96,,
4 24 2014,Box Score,Oklahoma City Thunder,95,Memphis Grizzlies,98,OT,
4 25 2014,Box Score,Toronto Raptors,98,Brooklyn Nets,102,,
4 25 2014,Box Score,Houston Rockets,121,Portland Trail Blazers,116,OT,
4 25 2014,Box Score,Chicago Bulls,100,Washington Wizards,97,,
4 26 2014,Box Score,Indiana Pacers,91,Atlanta Hawks,88,,
4 26 2014,Box Score,Miami Heat,98,Charlotte Bobcats,85,,
4 26 2014,Box Score,San Antonio Spurs,108,Dallas Mavericks,109,,
4 26 2014,Box Score,Oklahoma City Thunder,92,Memphis Grizzlies,89,OT,
4 27 2014,Box Score,Toronto Raptors,87,Brooklyn Nets,79,,
4 27 2014,Box Score,Los Angeles Clippers,97,Golden State Warriors,118,,
4 27 2014,Box Score,Houston Rockets,120,Portland Trail Blazers,123,OT,
4 27 2014,Box Score,Chicago Bulls,89,Washington Wizards,98,,
4 28 2014,Box Score,Miami Heat,109,Charlotte Bobcats,98,,
4 28 2014,Box Score,San Antonio Spurs,93,Dallas Mavericks,89,,
4 28 2014,Box Score,Atlanta Hawks,107,Indiana Pacers,97,,
4 29 2014,Box Score,Washington Wizards,75,Chicago Bulls,69,,
4 29 2014,Box Score,Golden State Warriors,103,Los Angeles Clippers,113,,
4 29 2014,Box Score,Memphis Grizzlies,100,Oklahoma City Thunder,99,OT,
4 30 2014,Box Score,Portland Trail Blazers,98,Houston Rockets,108,,
4 30 2014,Box Score,Dallas Mavericks,103,San Antonio Spurs,109,,
4 30 2014,Box Score,Brooklyn Nets,113,Toronto Raptors,115,,
5 1 2014,Box Score,Indiana Pacers,95,Atlanta Hawks,88,,
5 1 2014,Box Score,Los Angeles Clippers,99,Golden State Warriors,100,,
5 1 2014,Box Score,Oklahoma City Thunder,104,Memphis Grizzlies,84,,
5 2 2014,Box Score,Toronto Raptors,83,Brooklyn Nets,97,,
5 2 2014,Box Score,San Antonio Spurs,111,Dallas Mavericks,113,,
5 2 2014,Box Score,Houston Rockets,98,Portland Trail Blazers,99,,
5 3 2014,Box Score,Atlanta Hawks,80,Indiana Pacers,92,,
5 3 2014,Box Score,Golden State Warriors,121,Los Angeles Clippers,126,,
5 3 2014,Box Score,Memphis Grizzlies,109,Oklahoma City Thunder,120,,
5 4 2014,Box Score,Dallas Mavericks,96,San Antonio Spurs,119,,
5 4 2014,Box Score,Brooklyn Nets,104,Toronto Raptors,103,,
5 5 2014,Box Score,Washington Wizards,102,Indiana Pacers,96,,
5 5 2014,Box Score,Los Angeles Clippers,122,Oklahoma City Thunder,105,,
5 6 2014,Box Score,Brooklyn Nets,86,Miami Heat,107,,
5 6 2014,Box Score,Portland Trail Blazers,92,San Antonio Spurs,116,,
5 7 2014,Box Score,Washington Wizards,82,Indiana Pacers,86,,
5 7 2014,Box Score,Los Angeles Clippers,101,Oklahoma City Thunder,112,,
5 8 2014,Box Score,Brooklyn Nets,82,Miami Heat,94,,
5 8 2014,Box Score,Portland Trail Blazers,97,San Antonio Spurs,114,,
5 9 2014,Box Score,Oklahoma City Thunder,118,Los Angeles Clippers,112,,
5 9 2014,Box Score,Indiana Pacers,85,Washington Wizards,63,,
5 10 2014,Box Score,Miami Heat,90,Brooklyn Nets,104,,
5 10 2014,Box Score,San Antonio Spurs,118,Portland Trail Blazers,103,,
5 11 2014,Box Score,Oklahoma City Thunder,99,Los Angeles Clippers,101,,
5 11 2014,Box Score,Indiana Pacers,95,Washington Wizards,92,,
5 12 2014,Box Score,Miami Heat,102,Brooklyn Nets,96,,
5 12 2014,Box Score,San Antonio Spurs,92,Portland Trail Blazers,103,,
5 13 2014,Box Score,Washington Wizards,102,Indiana Pacers,79,,
5 13 2014,Box Score,Los Angeles Clippers,104,Oklahoma City Thunder,105,,
5 14 2014,Box Score,Brooklyn Nets,94,Miami Heat,96,,
5 14 2014,Box Score,Portland Trail Blazers,82,San Antonio Spurs,104,,
5 15 2014,Box Score,Oklahoma City Thunder,104,Los Angeles Clippers,98,,
5 15 2014,Box Score,Indiana Pacers,93,Washington Wizards,80,,
5 18 2014,Box Score,Miami Heat,96,Indiana Pacers,107,,
5 19 2014,Box Score,Oklahoma City Thunder,105,San Antonio Spurs,122,,
5 20 2014,Box Score,Miami Heat,87,Indiana Pacers,83,,
5 21 2014,Box Score,Oklahoma City Thunder,77,San Antonio Spurs,112,,
5 24 2014,Box Score,Indiana Pacers,87,Miami Heat,99,,
5 25 2014,Box Score,San Antonio Spurs,97,Oklahoma City Thunder,106,,
5 26 2014,Box Score,Indiana Pacers,90,Miami Heat,102,,
5 27 2014,Box Score,San Antonio Spurs,92,Oklahoma City Thunder,105,,
5 28 2014,Box Score,Miami Heat,90,Indiana Pacers,93,,
5 29 2014,Box Score,Oklahoma City Thunder,89,San Antonio Spurs,117,,
5 30 2014,Box Score,Indiana Pacers,92,Miami Heat,117,,
5 31 2014,Box Score,San Antonio Spurs,112,Oklahoma City Thunder,107,OT,
6 5 2014,Box Score,Miami Heat,95,San Antonio Spurs,110,,
6 8 2014,Box Score,Miami Heat,98,San Antonio Spurs,96,,
6 10 2014,Box Score,San Antonio Spurs,111,Miami Heat,92,,
6 12 2014,Box Score,San Antonio Spurs,107,Miami Heat,86,,
6 15 2014,Box Score,Miami Heat,87,San Antonio Spurs,104,,
